21653307.22	5170346.33	284.481
21653379.37	5170326.32	461.002
21653451.52	5170306.31	447.159
21653523.66	5170286.3	652.686
21653595.81	5170266.29	544.099
21653667.96	5170246.29	510.894
21653740.1	5170226.28	667.601
21653812.25	5170206.27	702.847
21653884.4	5170186.26	376.353
21653956.54	5170166.25	759.771
21654028.69	5170146.25	768.006
21654100.84	5170126.24	419.909
21654172.98	5170106.23	937.289
21654245.13	5170086.22	1065.14
21654317.28	5170066.21	937.873
21654389.42	5170046.21	567.946
21654461.57	5170026.2	231.926
21654533.72	5170006.19	281.845
21654605.86	5169986.18	614.511
21654678.01	5169966.17	451.252
21654750.16	5169946.17	599.813
21654822.31	5169926.16	570.096
21654894.45	5169906.15	627.937
21654966.6	5169886.14	749.347
21655038.75	5169866.13	627.368
21655110.89	5169846.13	382.623
21655183.04	5169826.12	152.567
21655255.19	5169806.11	390.538
21655327.33	5169786.1	382.403
21655399.48	5169766.09	468.162
21653254.7	5170437.11	245.178
21653326.85	5170417.1	342.015
21653399	5170397.09	621.902
21653471.14	5170377.08	688.806
21653543.29	5170357.07	727.067
21653615.44	5170337.07	757.723
21653687.58	5170317.06	729.663
21653759.73	5170297.05	720.097
21653831.88	5170277.04	546.155
21653904.02	5170257.03	127.176
21653976.17	5170237.03	605.261
21654048.32	5170217.02	638.013
21654120.46	5170197.01	411.73
21654192.61	5170177	1102.34
21654264.76	5170156.99	1096.35
21654336.9	5170136.98	1048.6
21654409.05	5170116.98	238.231
21654481.2	5170096.97	33.1429
21654553.34	5170076.96	161.911
21654625.49	5170056.95	514.334
21654697.64	5170036.94	650.769
21654769.78	5170016.94	592.043
21654841.93	5169996.93	559.451
21654914.08	5169976.92	586.714
21654986.23	5169956.91	687.458
21655058.37	5169936.9	595.579
21655130.52	5169916.9	292.066
21655202.66	5169896.89	37.005
21655274.81	5169876.88	779.762
21655346.96	5169856.87	622.024
21655419.11	5169836.86	413.622
21655491.25	5169816.86	445.92
21655563.4	5169796.85	549.92
21655635.55	5169776.84	456.369
21655707.69	5169756.83	528.314
21655779.84	5169736.82	673.992
21655851.99	5169716.82	622.787
21655924.13	5169696.81	837.477
21655996.28	5169676.8	795.478
21656068.43	5169656.79	672.144
21656140.57	5169636.78	881.675
21656212.72	5169616.78	1004.67
21656284.87	5169596.77	982.316
21656357.01	5169576.76	1004.57
21656429.16	5169556.75	892.768
21656501.31	5169536.74	691.754
21656573.45	5169516.74	567.074
21656645.6	5169496.73	33.375
21656717.75	5169476.72	30.909
21656789.89	5169456.71	468.44
21656862.04	5169436.7	169.439
21656934.19	5169416.69	113.306
21657006.33	5169396.69	34.5011
21657078.48	5169376.68	396.678
21657150.63	5169356.67	721.935
21657222.77	5169336.66	624.843
21657294.92	5169316.65	587.328
21657367.07	5169296.65	529.234
21657439.21	5169276.64	520.412
21657511.36	5169256.63	692.502
21657583.51	5169236.62	776.072
21657655.65	5169216.61	648.267
21657727.8	5169196.61	389.048
21657799.95	5169176.6	259.067
21657872.09	5169156.59	131.464
21657944.24	5169136.58	381.267
21658016.39	5169116.57	434.091
21658088.53	5169096.57	816.635
21658160.68	5169076.56	474.52
21658232.83	5169056.55	300.33
21658304.97	5169036.54	875.622
21658377.12	5169016.53	743.012
21658449.27	5168996.53	875.128
21658521.41	5168976.52	1117.45
21658593.56	5168956.51	1030.5
21658665.71	5168936.5	653.891
21658737.85	5168916.49	633.909
21658810	5168896.49	574.577
21658882.15	5168876.48	580.072
21658954.29	5168856.47	494.515
21659026.44	5168836.46	517.653
21659098.59	5168816.45	647.854
