21653307.22	5170346.33	0
21653379.37	5170326.32	0.585297
21653451.52	5170306.31	0.594509
21653523.66	5170286.3	0.606981
21653595.81	5170266.29	0.619985
21653667.96	5170246.29	0.608065
21653740.1	5170226.28	0
21653812.25	5170206.27	0.569641
21653884.4	5170186.26	0.502207
21653956.54	5170166.25	0.463447
21654028.69	5170146.25	0.44839
21654100.84	5170126.24	0.438475
21654172.98	5170106.23	0.42876
21654245.13	5170086.22	0.418046
21654317.28	5170066.21	0.436847
21654389.42	5170046.21	0.4543
21654461.57	5170026.2	0.495874
21654533.72	5170006.19	0.514978
21654605.86	5169986.18	0.526024
21654678.01	5169966.17	0.531577
21654750.16	5169946.17	0.519212
21654822.31	5169926.16	0.474468
21654894.45	5169906.15	0.482315
21654966.6	5169886.14	0.443426
21655038.75	5169866.13	0.444006
21655110.89	5169846.13	0.404662
21655183.04	5169826.12	0.403955
21655255.19	5169806.11	0.416262
21655327.33	5169786.1	0.419157
21655399.48	5169766.09	0.407084
21653254.7	5170437.11	0.566036
21653326.85	5170417.1	0.544121
21653399	5170397.09	0.539434
21653471.14	5170377.08	0.515211
21653543.29	5170357.07	0.512519
21653615.44	5170337.07	0.558125
21653687.58	5170317.06	0.57897
21653759.73	5170297.05	0.572862
21653831.88	5170277.04	0.544467
21653904.02	5170257.03	0.461285
21653976.17	5170237.03	0.426595
21654048.32	5170217.02	0.403711
21654120.46	5170197.01	0.385423
21654192.61	5170177	0.350983
21654264.76	5170156.99	0.310098
21654336.9	5170136.98	0.368607
21654409.05	5170116.98	0.396563
21654481.2	5170096.97	0.44565
21654553.34	5170076.96	0.465152
21654625.49	5170056.95	0.487653
21654697.64	5170036.94	0.505331
21654769.78	5170016.94	0.486836
21654841.93	5169996.93	0.460523
21654914.08	5169976.92	0.423383
21654986.23	5169956.91	0.412448
21655058.37	5169936.9	0.429347
21655130.52	5169916.9	0.368231
21655202.66	5169896.89	0.378662
21655274.81	5169876.88	0.383255
21655346.96	5169856.87	0.390842
21655419.11	5169836.86	0.37958
21655491.25	5169816.86	0.388993
21655563.4	5169796.85	0.380719
21655635.55	5169776.84	0.363039
21655707.69	5169756.83	0.358004
21655779.84	5169736.82	0.383126
21655851.99	5169716.82	0.387215
21655924.13	5169696.81	0.392929
21655996.28	5169676.8	0.387094
21656068.43	5169656.79	0.403197
21656140.57	5169636.78	0.39608
