21653307.22	5170346.33	0.257416
21653379.37	5170326.32	0.329944
21653451.52	5170306.31	0.34728
21653523.66	5170286.3	0.31528
21653595.81	5170266.29	0.310619
21653667.96	5170246.29	0.324896
21653740.1	5170226.28	0.310491
21653812.25	5170206.27	0.300603
21653884.4	5170186.26	0.360675
21653956.54	5170166.25	0.38385
21654028.69	5170146.25	0.396211
21654100.84	5170126.24	0.40439
21654172.98	5170106.23	0.40685
21654245.13	5170086.22	0.423655
21654317.28	5170066.21	0.441198
21654389.42	5170046.21	0.41879
21654461.57	5170026.2	0.417072
21654533.72	5170006.19	0.400919
21654605.86	5169986.18	0.400067
21654678.01	5169966.17	0.379929
21654750.16	5169946.17	0.37952
21654822.31	5169926.16	0.377499
21654894.45	5169906.15	0.348334
21654966.6	5169886.14	0.322251
21655038.75	5169866.13	0.307325
21655110.89	5169846.13	0.321536
21655183.04	5169826.12	0.225642
21655255.19	5169806.11	0.233241
21655327.33	5169786.1	0.270366
21655399.48	5169766.09	0.295906
21653254.7	5170437.11	0.23991
21653326.85	5170417.1	0.253197
21653399	5170397.09	0.270691
21653471.14	5170377.08	0.30262
21653543.29	5170357.07	0.27578
21653615.44	5170337.07	0.269876
21653687.58	5170317.06	0.264066
21653759.73	5170297.05	0.284634
21653831.88	5170277.04	0.324135
21653904.02	5170257.03	0.329262
21653976.17	5170237.03	0.308596
21654048.32	5170217.02	0.307324
21654120.46	5170197.01	0.304892
21654192.61	5170177	0.300331
21654264.76	5170156.99	0.325733
21654336.9	5170136.98	0.362036
21654409.05	5170116.98	0.316606
21654481.2	5170096.97	0.369153
21654553.34	5170076.96	0.377683
21654625.49	5170056.95	0.343166
21654697.64	5170036.94	0.324479
21654769.78	5170016.94	0.327463
21654841.93	5169996.93	0.353664
21654914.08	5169976.92	0.334107
21654986.23	5169956.91	0.278754
21655058.37	5169936.9	0.251844
21655130.52	5169916.9	0.274091
21655202.66	5169896.89	0.224027
21655274.81	5169876.88	0.238688
21655346.96	5169856.87	0.294604
21655419.11	5169836.86	0.30902
21655491.25	5169816.86	0.314095
21655563.4	5169796.85	0.292779
21655635.55	5169776.84	0.274554
21655707.69	5169756.83	0.267085
21655779.84	5169736.82	0.287276
21655851.99	5169716.82	0.269022
21655924.13	5169696.81	0.337159
21655996.28	5169676.8	0.361556
21656068.43	5169656.79	0.382665
21656140.57	5169636.78	0.38842
21656212.72	5169616.78	0.354882
21656284.87	5169596.77	0.312777
21656357.01	5169576.76	0.308607
21656429.16	5169556.75	0.325901
21656501.31	5169536.74	0.364377
21656573.45	5169516.74	0.371002
21656645.6	5169496.73	0.352516
21656717.75	5169476.72	0.34275
21656789.89	5169456.71	0.291014
21656862.04	5169436.7	0.277804
21656934.19	5169416.69	0.275761
21657006.33	5169396.69	0.325082
21657078.48	5169376.68	0.278817
21657150.63	5169356.67	0.311629
21657222.77	5169336.66	0.282875
21657294.92	5169316.65	0.256023
21657367.07	5169296.65	0.25309
21657439.21	5169276.64	0.273869
21657511.36	5169256.63	0.392795
21657583.51	5169236.62	0.454872
21657655.65	5169216.61	0.488842
21657727.8	5169196.61	0.489782
21657799.95	5169176.6	0.50251
21657872.09	5169156.59	0.489183
21657944.24	5169136.58	0.46738
21658016.39	5169116.57	0.511708
21658088.53	5169096.57	0.456016
21658160.68	5169076.56	0.418378
21658232.83	5169056.55	0.40662
21658304.97	5169036.54	0.400053
21658377.12	5169016.53	0.397
21658449.27	5168996.53	0.424807
21658521.41	5168976.52	0.419213
21658593.56	5168956.51	0.390055
21658665.71	5168936.5	0.374302
21658737.85	5168916.49	0.357022
21658810	5168896.49	0.351438
21658882.15	5168876.48	0.364402
21658954.29	5168856.47	0.383749
21659026.44	5168836.46	0.397864
21659098.59	5168816.45	0.39937
21653274.33	5170507.88	0.260345
21653346.48	5170487.87	0.242724
21653418.62	5170467.86	0.243893
21653490.77	5170447.85	0.253002
21653562.92	5170427.84	0.243712
21653635.06	5170407.84	0.254071
21653707.21	5170387.83	0.258894
21653779.36	5170367.82	0.294874
21653851.5	5170347.81	0.332549
21653923.65	5170327.8	0.278401
21653995.8	5170307.8	0.243029
21654067.94	5170287.79	0.239402
21654140.09	5170267.78	0.233966
21654212.24	5170247.77	0.234495
21654284.38	5170227.76	0.233433
21654356.53	5170207.76	0.239362
21654428.68	5170187.75	0.234939
21654500.82	5170167.74	0.276996
21654572.97	5170147.73	0.277348
21654645.12	5170127.72	0.249644
21654717.26	5170107.72	0.243479
21654789.41	5170087.71	0.252942
21654861.56	5170067.7	0.281458
21654933.7	5170047.69	0.281771
21655005.85	5170027.68	0.24761
21655078	5170007.68	0.236538
21655150.14	5169987.67	0.233055
21655222.29	5169967.66	0.255007
21655294.44	5169947.65	0.259147
21655366.58	5169927.64	0.232896
21655438.73	5169907.63	0.251473
21655510.88	5169887.63	0.239243
21655583.03	5169867.62	0.24022
21655655.17	5169847.61	0.242456
21655727.32	5169827.6	0.233351
21655799.47	5169807.59	0.238425
21655871.61	5169787.59	0.232859
21655943.76	5169767.58	0.245045
21656015.91	5169747.57	0.289516
21656088.05	5169727.56	0.333586
21656160.2	5169707.55	0.344516
21656232.35	5169687.55	0.331633
21656304.49	5169667.54	0.314414
21656376.64	5169647.53	0.332383
21656448.79	5169627.52	0.319727
21656520.93	5169607.51	0.265087
21656593.08	5169587.51	0.23833
21656665.23	5169567.5	0.300005
21656737.37	5169547.49	0.327131
21656809.52	5169527.48	0.257833
21656881.67	5169507.47	0.254812
21656953.81	5169487.47	0.264965
21657025.96	5169467.46	0.259467
