RN	JH	CSRQ	JCDM	CW	YQMC	YQXH	JSXH	ZRYL	JDDS1	JDDS2	YCZMC	XCH	XFCH	DYCZMC	DXCH	DXFCH	HD	YXHD	ZRL	ZRBFS	TZBZ	BZ	HZJH	CH
2621	B1-311-49	2006/5/27	502	S13			3	10.6	863.7	865.9	S1	3					2.2	0.4	0.13	4.89	0		B1-311-49	
2622	B1-311-49	2006/5/27	502	S310			8	10.6	962.9	963.7	S3	10					0.8	0.6	0.27	9.92	0		B1-311-49	
2979	B1-311-49	2003/6/30	502	S12			3	9.95	860.3	861.9	S1	2					1.6	0.6	2.72	5.92	0		B1-311-49	
2980	B1-311-49	2004/7/1	502	S14+5			5	8.8	868.7	869.4	S1	4+5					0.7	0	0	9.78	0		B1-311-49	
4208	B1-311-49	2008/5/7	502	S11\2	五参数组合测井仪	PL2000	1	9	855.5	858.3	S1	1\2					2.8	0	40	61.24	0		B1-311-49	
4209	B1-311-49	2008/5/7	502	S33\2	五参数组合测井仪	PL2000	3	9	940.8	942.3	S3	3\2		S3	3\3		1.5	1.2	16	24.93	0		B1-311-49	
4210	B1-311-49	2008/5/7	502	S33\1	五参数组合测井仪	PL2000	2	9	939.8	940.2	S3	3\1					0.4	0.2	9	13.83	0		B1-311-49	
5580	B1-311-49	2010/4/12	502	S1*2	五参数组合测井仪	MP38-85-CSL	1	11	859.4	861.9	S1	*2		S1	2		2.5	0.6	13.76	24.58	0		B1-311-49	
5581	B1-311-49	2010/4/12	502	S14+5	五参数组合测井仪	MP38-85-CSL	2	11	867	867.7	S1	4+5					0.7	0.3	7.46	13.33	0		B1-311-49	
5582	B1-311-49	2010/4/12	502	S14+5	五参数组合测井仪	MP38-85-CSL	3	11	869.7	871.2	S1	4+5					1.5	0.2	11.89	21.23	0		B1-311-49	
5583	B1-311-49	2010/4/12	502	S33\2	五参数组合测井仪	MP38-85-CSL	4	11	940.8	942.3	S3	3\2		S3	3\3		1.5	0.8	22.88	40.86	0		B1-311-49	
5798	B1-311-49	2010/9/10	502	S11\2	五参数组合测井仪	MP38-85E	1	10	855.5	858.3	S1	1\2					2.8	1.7	6.23	6.92			B1-311-49	
5799	B1-311-49	2010/9/10	502	S1*2	五参数组合测井仪	MP38-85E	2	10	859.4	861.9	S1	*2		S1	2		2.5	0.2	16.59	18.43			B1-311-49	
5800	B1-311-49	2010/9/10	502	S14+5	五参数组合测井仪	MP38-85E	3	10	869.7	871.2	S1	4+5					1.5	0.2	13.1	14.56			B1-311-49	
5801	B1-311-49	2010/9/10	502	S23	五参数组合测井仪	MP38-85E	4	10	891.2	892.4	S2	3					1.2	1.2	25.87	28.74			B1-311-49	
5802	B1-311-49	2010/9/10	502	S25+6	五参数组合测井仪	MP38-85E	5	10	897.8	899.7	S2	5+6		S2	5+6		1.9	1	2.41	2.68			B1-311-49	
5803	B1-311-49	2010/9/10	502	S33\1	五参数组合测井仪	MP38-85E	6	10	939.8	942.3	S3	3\1		S3	3\3		2.5	0.8	25.8	28.67			B1-311-49	
6954	B1-311-49	2012/6/22	502	S14+5	五参数组合测井仪	MP38B-YCGW	3	11.2	869.7	871.2	S1	4+5					1.5	0.2	5.58	6.2			B1-311-49	
6955	B1-311-49	2012/6/22	502	S23	五参数组合测井仪	MP38B-YCGW	4	11.2	891.2	892.4	S2	3					1.2	1.2	23.49	26.1			B1-311-49	
6956	B1-311-49	2012/6/22	502	S33\2	五参数组合测井仪	MP38B-YCGW	5	11.2	940.8	942.3	S3	3\2		S3	3\3		1.5	0.8	15.34	17.04			B1-311-49	
6957	B1-311-49	2012/6/22	502	S310	五参数组合测井仪	MP38B-YCGW	6	11.2	962.9	963.7	S3	10					0.8	0.6	9.24	10.27			B1-311-49	
6958	B1-311-49	2012/6/22	502	S11\2	五参数组合测井仪	MP38B-YCGW	1	11.2	855.5	858.3	S1	1\2					2.8	1.7	20.39	22.65			B1-311-49	
6959	B1-311-49	2012/6/22	502	S1*2	五参数组合测井仪	MP38B-YCGW	2	11.2	859.4	861.9	S1	*2		S1	2		2.5	0.2	15.97	17.74			B1-311-49	
10138	B1-311-49	2017/3/8	502	S14+5	超越	MP38B-YCGWY4+X	1	10.3	867	867.7	S1	4+5					0.7	0.3	15.16	21.65			B1-311-49	
10139	B1-311-49	2017/3/8	502	S14+5	超越	MP38B-YCGWY4+X	2	10.3	868.7	869.4	S1	4+5					0.7	0	12.29	17.56			B1-311-49	
10140	B1-311-49	2017/3/8	502	S14+5	超越	MP38B-YCGWY4+X	3	10.3	869.7	871.2	S1	4+5					1.5	0.2	16.75	23.94			B1-311-49	
10141	B1-311-49	2017/3/8	502	S310	超越	MP38B-YCGWY4+X	4	10.3	962.9	963.7	S3	10					0.8	0.6	14.98	21.4			B1-311-49	
10142	B1-311-49	2017/3/8	502	P27-8	超越	MP38B-YCGWY4+X	5	10.3	1019.9	1021.7	P2	7-8					1.8	1.5	10.82	15.45			B1-311-49	
1065	B1-311-51	2004/5/21	502	S14+5	PL2000		1	7.2	864	866.4	S1	4+5		S1	4+5		2	0.8	19.13	34.78	0		B1-311-51	
1066	B1-311-51	2004/5/21	502	S33②-S33③	PL2000		2	7.2	935.2	938.5	S3	3②		S3	3③		2.9	1.9	35.87	65.22	0		B1-311-51	
2623	B1-311-51	2006/5/30	502	S11\3			1	10.5	853.2	854.2	S1	1\3					1	0.8	0.52	9.09	0		B1-311-51	
2624	B1-311-51	2006/5/30	502	S14+5			4	10.5	865.7	866.4	S1	4+5					0.7	0.2	0.84	14.65	0		B1-311-51	
2625	B1-311-51	2006/5/30	502	S33\2 -S33\3			6	10.5	935.2	938.5	S3	3\2		S3	3\3		2.9	1.9	0.83	14.55	0		B1-311-51	
2626	B1-311-51	2006/5/30	502	S1*3 -S14+5			3	10.5	862	863	S1	*3		S1	4+5		0.6	0.3	0.49	8.56	0		B1-311-51	
2627	B1-311-51	2006/5/30	502	S24 -S2*5+6\1			5	10.5	892.3	893.5	S2	4		S2	*5+6\1		0.7	0.5	1.74	30.48	0		B1-311-51	
2628	B1-311-51	2006/5/30	502	S12			2	10.5	857.5	859.2	S1	2		S1	2		1.2	0.6	1.02	17.86	0		B1-311-51	
2629	B1-311-51	2006/5/30	502	P21\2			7	10.5	996.5	997.2	P2	1\2					0.7	0.3	0.27	4.81	0		B1-311-51	
4211	B1-311-51	2008/6/10	502	S21	五参数组合测井仪	2005027	1	10.35	878.7	880	S2	1					1.3	0.5	29	24.65	0		B1-311-51	
4212	B1-311-51	2008/6/10	502	P2*4	五参数组合测井仪	2005027	4	10.35	1005.5	1006.4	P2	*4					0.9	0	5	4.41	0		B1-311-51	
4213	B1-311-51	2008/6/10	502	S33\3	五参数组合测井仪	2005027	3	10.35	937.4	938.5	S3	3\3					1.1	0	46	38.73	0		B1-311-51	
4214	B1-311-51	2008/6/10	502	S33\2	五参数组合测井仪	2005027	2	10.35	935.2	937	S3	3\2					1.8	0.2	38	32.21	0		B1-311-51	
5584	B1-311-51	2010/4/14	502	S11\3	五参数组合测井仪	SC-CZ-IIB	1	9.3	853.2	854.2	S1	1\3					1	0.8	4.8	4	0		B1-311-51	
5585	B1-311-51	2010/4/14	502	S33\3	五参数组合测井仪	SC-CZ-IIB	6	9.3	937.4	938.5	S3	3\3					1.1	0.2	20.51	17.09	0		B1-311-51	
5586	B1-311-51	2010/4/14	502	S14+5	五参数组合测井仪	SC-CZ-IIB	3	9.3	865.7	866.4	S1	4+5					0.7	0.2	3.38	2.82	0		B1-311-51	
5587	B1-311-51	2010/4/14	502	S33\2	五参数组合测井仪	SC-CZ-IIB	5	9.3	935.2	937	S3	3\2					1.8	1.7	16.66	13.88	0		B1-311-51	
5588	B1-311-51	2010/4/14	502	P2*4	五参数组合测井仪	SC-CZ-IIB	7	9.3	1005.5	1006.4	P2	*4					0.9	0	2.63	2.19	0		B1-311-51	
5589	B1-311-51	2010/4/14	502	S21	五参数组合测井仪	SC-CZ-IIB	4	9.3	878.7	880	S2	1					1.3	1	69.84	58.2	0		B1-311-51	
5590	B1-311-51	2010/4/14	502	S1*3	五参数组合测井仪	SC-CZ-IIB	2	9.3	862	863	S1	*3		S1	4+5		1	0.3	2.18	1.82	0		B1-311-51	
5797	B1-311-51	2010/9/10	502	P2*4	五参数组合测井仪	MP38-85E	9	10.8	1005.5	1006.4	P2	*4					0.9	0	15.34	13.7			B1-311-51	
5923	B1-311-51	2010/9/10	502	S11\3	五参数组合测井仪	MP38-85E	1	10.8	853.2	854.2	S1	1\3					1	0.8	14.71	13.13			B1-311-51	
5924	B1-311-51	2010/9/10	502	S12	五参数组合测井仪	MP38-85E	2	10.8	857.5	859.2	S1	2		S1	2		1.7	0.6	4.3	3.84			B1-311-51	
5925	B1-311-51	2010/9/10	502	S14+5	五参数组合测井仪	MP38-85E	3	10.8	865.7	866.4	S1	4+5					0.7	0.2	14.32	12.79			B1-311-51	
5926	B1-311-51	2010/9/10	502	S21	五参数组合测井仪	MP38-85E	4	10.8	878.7	880	S2	1					1.3	1	6.14	5.48			B1-311-51	
5927	B1-311-51	2010/9/10	502	S24	五参数组合测井仪	MP38-85E	5	10.8	892.3	893.5	S2	4		S2	*5+6\1		1.2	0.5	13.09	11.69			B1-311-51	
5928	B1-311-51	2010/9/10	502	S33\1	五参数组合测井仪	MP38-85E	6	10.8	934.6	937	S3	3\1		S3	3\2		2.4	1.9	20.36	18.18			B1-311-51	
5929	B1-311-51	2010/9/10	502	S33\3	五参数组合测井仪	MP38-85E	7	10.8	937.4	938.5	S3	3\3					1.1	0.2	7.09	6.33			B1-311-51	
