	21653307.22	5170346.33	662.491				
	21653379.37	5170326.32	662.077				
	21653451.52	5170306.31	661.592				
	21653523.66	5170286.3	661.261				
	21653595.81	5170266.29	661.503				
	21653667.96	5170246.29	662.375				
	21653740.1	5170226.28	663.466				
	21653812.25	5170206.27	664.289				
	21653884.4	5170186.26	664.642				
	21653956.54	5170166.25	664.82				
	21654028.69	5170146.25	665.115				
	21654100.84	5170126.24	665.674				
	21654172.98	5170106.23	666.388				
	21654245.13	5170086.22	667.001				
	21654317.28	5170066.21	667.767				
	21654389.42	5170046.21	668.797				
	21654461.57	5170026.2	669.734				
	21654533.72	5170006.19	670.761				
	21654605.86	5169986.18	672.188				
	21654678.01	5169966.17	673.618				
	21654750.16	5169946.17	674.867				
	21654822.31	5169926.16	676.302				
	21654894.45	5169906.15	678.067				
	21654966.6	5169886.14	679.861				
	21655038.75	5169866.13	681.571				
	21655110.89	5169846.13	683.581				
	21655183.04	5169826.12	686.145				
	21655255.19	5169806.11	688.92				
	21655327.33	5169786.1	691.504				
	21655399.48	5169766.09	693.794				
	21653254.7	5170437.11	664.157				
	21653326.85	5170417.1	663.865				
	21653399	5170397.09	663.428				
	21653471.14	5170377.08	662.706				
	21653543.29	5170357.07	662.113				
	21653615.44	5170337.07	662.454				
	21653687.58	5170317.06	663.595				
	21653759.73	5170297.05	664.887				
	21653831.88	5170277.04	665.765				
	21653904.02	5170257.03	665.904				
	21653976.17	5170237.03	665.847				
	21654048.32	5170217.02	666.049				
	21654120.46	5170197.01	666.727				
	21654192.61	5170177	667.385				
	21654264.76	5170156.99	667.556				
	21654336.9	5170136.98	668.624				
	21654409.05	5170116.98	670.132				
	21654481.2	5170096.97	670.923				
	21654553.34	5170076.96	672.002				
	21654625.49	5170056.95	673.642				
	21654697.64	5170036.94	675.014				
	21654769.78	5170016.94	676.002				
	21654841.93	5169996.93	677.397				
	21654914.08	5169976.92	679.302				
	21654986.23	5169956.91	681.007				
	21655058.37	5169936.9	682.402				
	21655130.52	5169916.9	684.316				
	21655202.66	5169896.89	687.1				
	21655274.81	5169876.88	690.009				
	21655346.96	5169856.87	692.592				
	21655419.11	5169836.86	695.184				
	21655491.25	5169816.86	697.303				
	21655563.4	5169796.85	698.159				
	21655635.55	5169776.84	698.747				
	21655707.69	5169756.83	700.497				
	21655779.84	5169736.82	703.243				
	21655851.99	5169716.82	706.559				
	21655924.13	5169696.81	710.428				
	21655996.28	5169676.8	714.318				
	21656068.43	5169656.79	717.376				
	21656140.57	5169636.78	719.716				
	21656212.72	5169616.78	722.107				
	21656284.87	5169596.77	725.458				
	21656357.01	5169576.76	728.921				
	21656429.16	5169556.75	731.49				
	21656501.31	5169536.74	733.851				
	21656573.45	5169516.74	736.12				
	21656645.6	5169496.73	738.818				
	21656717.75	5169476.72	742.434				
	21656789.89	5169456.71	746.41				
	21656862.04	5169436.7	750.498				
	21656934.19	5169416.69	755.058				
	21657006.33	5169396.69	759.853				
	21657078.48	5169376.68	763.871				
	21657150.63	5169356.67	766.627				
	21657222.77	5169336.66	768.658				
	21657294.92	5169316.65	770.602				
	21657367.07	5169296.65	772.625				
	21657439.21	5169276.64	774.737				
	21657511.36	5169256.63	777.174				
	21657583.51	5169236.62	779.921				
	21657655.65	5169216.61	782.813				
	21657727.8	5169196.61	786.019				
	21657799.95	5169176.6	789.535				
	21657872.09	5169156.59	793.236				
	21657944.24	5169136.58	797.192				
	21658016.39	5169116.57	801.702				
	21658088.53	5169096.57	807.096				
	21658160.68	5169076.56	812.893				
	21658232.83	5169056.55	817.7				
	21658304.97	5169036.54	820.959				
	21658377.12	5169016.53	823.537				
	21658449.27	5168996.53	826.29				
	21658521.41	5168976.52	829.387				
	21658593.56	5168956.51	832.648				
	21658665.71	5168936.5	836.111				
	21658737.85	5168916.49	839.931				
	21658810	5168896.49	843.875				
	21658882.15	5168876.48	847.658				
	21658954.29	5168856.47	851.271				
	21659026.44	5168836.46	854.723				
	21659098.59	5168816.45	857.781				
	21653274.33	5170507.88	665.577				
	21653346.48	5170487.87	665.512				
	21653418.62	5170467.86	665.049				
	21653490.77	5170447.85	664.401				
	21653562.92	5170427.84	663.73				
	21653635.06	5170407.84	663.632				
	21653707.21	5170387.83	664.905				
	21653779.36	5170367.82	666.497				
	21653851.5	5170347.81	667.295				
	21653923.65	5170327.8	667.112				
	21653995.8	5170307.8	666.793				
	21654067.94	5170287.79	666.879				
	21654140.09	5170267.78	667.858				
	21654212.24	5170247.77	669.177				
	21654284.38	5170227.76	669.249				
	21654356.53	5170207.76	670.263				
	21654428.68	5170187.75	671.81				
	21654500.82	5170167.74	671.894				
	21654572.97	5170147.73	673.258				
	21654645.12	5170127.72	675.585				
	21654717.26	5170107.72	676.586				
	21654789.41	5170087.71	677.138				
	21654861.56	5170067.7	678.72				
	21654933.7	5170047.69	680.907				
	21655005.85	5170027.68	682.397				
	21655078	5170007.68	683.261				
	21655150.14	5169987.67	685.18				
	21655222.29	5169967.66	688.467				
	21655294.44	5169947.65	691.258				
	21655366.58	5169927.64	691.334				
	21655438.73	5169907.63	694.673				
	21655510.88	5169887.63	700.358				
	21655583.03	5169867.62	700.241				
	21655655.17	5169847.61	699.347				
	21655727.32	5169827.6	700.893				
	21655799.47	5169807.59	702.714				
	21655871.61	5169787.59	706.482				
	21655943.76	5169767.58	711.7				
	21656015.91	5169747.57	715.995				
	21656088.05	5169727.56	718.734				
	21656160.2	5169707.55	720.238				
	21656232.35	5169687.55	721.846				
	21656304.49	5169667.54	726.229				
	21656376.64	5169647.53	730.2				
	21656448.79	5169627.52	732.248				
	21656520.93	5169607.51	735.033				
	21656593.08	5169587.51	737.093				
	21656665.23	5169567.5	739.678				
	21656737.37	5169547.49	743.491				
	21656809.52	5169527.48	747.327				
	21656881.67	5169507.47	751.068				
	21656953.81	5169487.47	755.542				
	21657025.96	5169467.46	760.488				
	21657098.11	5169447.45	764.496				
	21657170.25	5169427.44	767.094				
	21657242.4	5169407.43	768.975				
	21657314.55	5169387.43	770.9				
	21657386.69	5169367.42	772.978				
	21657458.84	5169347.41	775.152				
	21657530.99	5169327.4	777.777				
	21657603.13	5169307.39	780.585				
	21657675.28	5169287.39	783.378				
	21657747.43	5169267.38	786.672				
	21657819.57	5169247.37	790.265				
	21657891.72	5169227.36	793.837				
	21657963.87	5169207.35	797.54				
	21658036.01	5169187.34	801.85				
	21658108.16	5169167.34	807.62				
	21658180.31	5169147.33	814.071				
	21658252.45	5169127.32	818.682				
	21658324.6	5169107.31	821.136				
	21658396.75	5169087.3	823.352				
	21658468.89	5169067.3	826.244				
	21658541.04	5169047.29	829.55				
	21658613.19	5169027.28	832.781				
	21658685.33	5169007.27	836.236				
	21658757.48	5168987.26	840.252				
